episodio,recompensa_total,pasos,epsilon,q_values_mean,td_errors_mean
36,-97.30000143125653,1600,0.9645264562380943,0.2052279791558461,0.11947002018473808
37,-88.10000127926469,1600,0.9635619297818562,0.31058036044277837,0.11108260883831243
38,-55.950000785291195,1600,0.9625983678520743,0.23766134170481618,0.09153786678683695
39,-94.70000138506293,1600,0.9616357694842222,0.11898776548740836,0.12686879090326014
40,-88.25000126287341,1600,0.960674133714738,0.16932726951618743,0.11392195140229702
41,-79.40000115334988,1600,0.9597134595810233,0.3199286193726565,0.0776852119068134
42,-82.65000116452575,1600,0.9587537461214423,0.21354503941652245,0.09868928542131825
43,-58.65000080689788,1600,0.9577949923753208,0.19412708836474207,0.11030389040002626
44,-80.50000116601586,1600,0.9568371973829455,0.20281976566399718,0.08891185062476427
45,-58.600000854581594,1600,0.9558803601855625,0.24509417332795982,0.08516696587768217
